開催日,競馬場,レース番号,出走時刻,レース名,コース,距離,出走頭数,金額,開催日(年),開催日(月)
2021/12/28,中山,1,09:50,2歳未勝利,ダート,1200,16,110,2021,12
2021/12/28,中山,2,10:15,2歳未勝利,ダート,1800,16,240,2021,12
2021/12/28,中山,3,10:45,2歳未勝利,芝,1600,15,2170,2021,12
2021/12/28,中山,4,11:15,2歳未勝利,芝,1800,16,3160,2021,12
2021/12/28,中山,5,12:05,2歳新馬,芝,2000,8,5930,2021,12
2021/12/28,中山,6,12:35,2歳新馬,ダート,1200,14,,2021,12
2021/12/28,中山,7,13:05,２０２１ヤングジョッキーズシリーズファイナルラウンド中山１戦,芝,2000,16,150,2021,12
2021/12/28,中山,8,13:40,3歳以上1勝クラス,ダート,1200,16,2420,2021,12
2021/12/28,中山,9,14:10,２０２１ヤングジョッキーズシリーズファイナルラウンド中山２戦,ダート,1800,16,220,2021,12
2021/12/28,中山,10,14:45,ベストウィッシュカップ,ダート,1200,16,350,2021,12
2021/12/28,中山,11,15:25,ホープフルステークス,芝,2000,15,2470,2021,12
2021/12/28,中山,12,16:05,立志ステークス,芝,1600,12,1130,2021,12
2021/12/28,阪神,1,10:00,2歳未勝利,ダート,1800,12,110,2021,12
2021/12/28,阪神,2,10:30,2歳未勝利,芝,1200,16,590,2021,12
2021/12/28,阪神,3,11:00,2歳未勝利,ダート,1200,16,320,2021,12
2021/12/28,阪神,4,11:30,障害3歳以上未勝利,障害,2970,14,,2021,12
2021/12/28,阪神,5,12:20,2歳新馬,芝,1600,17,13680,2021,12
2021/12/28,阪神,6,12:50,2歳未勝利,芝,1800,16,7760,2021,12
2021/12/28,阪神,7,13:20,2歳1勝クラス,ダート,1800,13,3990,2021,12
2021/12/28,阪神,8,13:55,3歳以上1勝クラス,ダート,1400,14,3880,2021,12
2021/12/28,阪神,9,14:31,春待月賞,ダート,1200,13,3970,2021,12
2021/12/28,阪神,10,15:05,フォーチュンカップ,芝,2000,10,1100,2021,12
2021/12/28,阪神,11,15:45,ベテルギウスステークス,ダート,1800,16,1330,2021,12
2021/12/28,阪神,12,16:25,２０２１ファイナルステークス,芝,1200,16,1060,2021,12
2021/12/26,中山,1,09:35,2歳未勝利,ダート,1200,16,6610,2021,12
2021/12/26,中山,2,10:05,2歳未勝利,ダート,1800,14,1080,2021,12
2021/12/26,中山,3,10:35,2歳未勝利,芝,1200,16,2910,2021,12
2021/12/26,中山,4,11:05,2歳未勝利,芝,2000,18,7020,2021,12
2021/12/26,中山,5,11:35,2歳新馬,ダート,1200,16,,2021,12
2021/12/26,中山,6,12:25,2歳新馬,芝,1600,16,6040,2021,12
2021/12/26,中山,7,12:55,3歳以上1勝クラス,ダート,1800,16,,2021,12
2021/12/26,中山,8,13:25,冬至特別,ダート,1200,16,280,2021,12
2021/12/26,中山,9,14:00,グッドラックハンデキャップ,芝,2500,16,710,2021,12
2021/12/26,中山,10,14:35,２０２１フェアウェルステークス,ダート,1200,16,220,2021,12
2021/12/26,中山,11,15:25,有馬記念,芝,2500,16,620,2021,12
2021/12/26,中山,12,16:05,キャンドルライト賞,芝,1200,16,5470,2021,12
2021/12/26,阪神,1,09:50,2歳未勝利,ダート,1800,16,150,2021,12
2021/12/26,阪神,2,10:20,2歳未勝利,ダート,1400,16,6480,2021,12
2021/12/26,阪神,3,10:50,2歳未勝利,芝,2000,13,2620,2021,12
2021/12/26,阪神,4,11:20,2歳新馬,ダート,1800,16,,2021,12
2021/12/26,阪神,5,11:50,障害3歳以上未勝利,障害,2970,14,670,2021,12
2021/12/26,阪神,6,12:40,2歳新馬,芝,1400,18,310,2021,12
2021/12/26,阪神,7,13:10,3歳以上1勝クラス,ダート,1800,15,,2021,12
2021/12/26,阪神,8,13:45,3歳以上1勝クラス,芝,1600,18,2120,2021,12
2021/12/26,阪神,9,14:20,鳥取特別,ダート,1800,13,1260,2021,12
2021/12/26,阪神,10,15:00,サンタクロースステークス,芝,2000,10,250,2021,12
2021/12/26,阪神,11,15:50,りんくうステークス,ダート,1200,16,940,2021,12
2021/12/26,阪神,12,16:25,猪名川特別,芝,1400,15,1050,2021,12
2021/12/25,中山,1,09:50,2歳未勝利,ダート,1200,16,120,2021,12
2021/12/25,中山,2,10:15,2歳未勝利,ダート,1800,16,4440,2021,12
2021/12/25,中山,3,10:45,2歳未勝利,芝,1600,16,10110,2021,12
2021/12/25,中山,4,11:15,2歳未勝利,ダート,1800,13,1740,2021,12
2021/12/25,中山,5,12:05,2歳新馬,芝,1800,16,1850,2021,12
2021/12/25,中山,6,12:35,2歳新馬,ダート,1800,15,,2021,12
2021/12/25,中山,7,13:05,2歳1勝クラス,ダート,1200,16,,2021,12
2021/12/25,中山,8,13:35,3歳以上1勝クラス,ダート,1200,16,2450,2021,12
2021/12/25,中山,9,14:05,ノエル賞,芝,1200,16,5060,2021,12
2021/12/25,中山,10,14:45,中山大障害,障害,4100,14,1350,2021,12
2021/12/25,中山,11,15:25,グレイトフルステークス,芝,2500,10,4870,2021,12
2021/12/25,中山,12,16:01,クリスマスカップ,芝,1600,16,200,2021,12
2021/12/25,阪神,1,10:01,2歳未勝利,ダート,1800,10,7510,2021,12
2021/12/25,阪神,2,10:30,2歳未勝利,ダート,1200,16,6600,2021,12
2021/12/25,阪神,3,11:00,2歳未勝利,ダート,1800,16,370,2021,12
2021/12/25,阪神,4,11:30,2歳未勝利,芝,1600,18,1060,2021,12
2021/12/25,阪神,5,12:20,2歳新馬,芝,1800,14,4620,2021,12
2021/12/25,阪神,6,12:50,2歳新馬,ダート,1400,16,230,2021,12
2021/12/25,阪神,7,13:20,3歳以上1勝クラス,ダート,1800,9,3220,2021,12
2021/12/25,阪神,8,13:55,3歳以上1勝クラス,ダート,1200,16,470,2021,12
2021/12/25,阪神,9,14:31,万両賞,芝,1400,11,,2021,12
2021/12/25,阪神,10,15:05,摩耶ステークス,ダート,1800,11,3450,2021,12
2021/12/25,阪神,11,15:45,阪神カップ,芝,1400,18,11860,2021,12
2021/12/25,阪神,12,16:20,3歳以上2勝クラス,ダート,1400,16,5350,2021,12
2021/12/19,中京,1,09:55,2歳未勝利,ダート,1800,12,2030,2021,12
2021/12/19,中京,2,10:25,3歳以上1勝クラス,ダート,1400,16,8150,2021,12
2021/12/19,中京,3,10:55,3歳以上1勝クラス,ダート,1900,13,2730,2021,12
2021/12/19,中京,4,11:25,2歳未勝利,芝,1400,18,190,2021,12
2021/12/19,中京,5,12:15,2歳新馬,芝,1400,18,260,2021,12
2021/12/19,中京,6,12:45,3歳以上1勝クラス,ダート,1200,16,170,2021,12
2021/12/19,中京,7,13:15,3歳以上1勝クラス,ダート,1800,13,23930,2021,12
2021/12/19,中京,8,13:45,3歳以上1勝クラス,芝,1600,16,720,2021,12
2021/12/19,中京,9,14:15,3歳以上1勝クラス,芝,2000,18,360,2021,12
2021/12/19,中京,10,14:50,寒椿賞,ダート,1400,16,1110,2021,12
2021/12/19,中京,11,15:30,三河ステークス,ダート,1800,15,3300,2021,12
2021/12/19,中京,12,16:10,尾張特別,芝,2200,12,18950,2021,12
2021/12/19,中山,1,09:50,2歳未勝利,ダート,1200,16,3870,2021,12
2021/12/19,中山,2,10:15,2歳未勝利,ダート,1800,16,3660,2021,12
2021/12/19,中山,3,10:45,2歳未勝利,芝,1800,16,10940,2021,12
2021/12/19,中山,4,11:15,障害3歳以上未勝利,障害,2880,11,5580,2021,12
2021/12/19,中山,5,12:05,2歳新馬,芝,1600,16,2220,2021,12
2021/12/19,中山,6,12:35,2歳新馬,ダート,1200,16,350,2021,12
2021/12/19,中山,7,13:05,2歳未勝利,芝,1600,16,480,2021,12
2021/12/19,中山,8,13:35,3歳以上1勝クラス,ダート,1800,16,3040,2021,12
2021/12/19,中山,9,14:05,舞浜特別,ダート,1200,16,19960,2021,12
2021/12/19,中山,10,14:40,北総ステークス,ダート,1800,14,480,2021,12
2021/12/19,中山,11,15:20,ディセンバーステークス,芝,1800,16,,2021,12
2021/12/19,中山,12,16:01,3歳以上1勝クラス,芝,2500,13,2660,2021,12
2021/12/19,阪神,1,10:05,2歳未勝利,ダート,1800,12,14660,2021,12
2021/12/19,阪神,2,10:35,2歳未勝利,ダート,1200,16,170,2021,12
2021/12/19,阪神,3,11:05,2歳未勝利,ダート,1800,14,570,2021,12
2021/12/19,阪神,4,11:35,2歳未勝利,芝,1600,18,,2021,12
2021/12/19,阪神,5,12:25,2歳新馬,芝,2000,10,,2021,12
2021/12/19,阪神,6,12:55,2歳新馬,ダート,1800,7,260,2021,12
2021/12/19,阪神,7,13:25,3歳以上1勝クラス,芝,1800,17,150,2021,12
2021/12/19,阪神,8,13:55,3歳以上2勝クラス,ダート,1800,10,3200,2021,12
2021/12/19,阪神,9,14:25,高砂特別,ダート,1200,16,1650,2021,12
2021/12/19,阪神,10,15:01,六甲アイランドステークス,芝,1400,15,170,2021,12
2021/12/19,阪神,11,15:40,朝日杯フューチュリティステークス,芝,1600,15,4170,2021,12
2021/12/19,阪神,12,16:20,御影ステークス,ダート,1400,16,580,2021,12
2021/12/18,中京,1,10:05,2歳未勝利,ダート,1400,16,17810,2021,12
2021/12/18,中京,2,10:35,3歳以上1勝クラス,ダート,1800,14,5520,2021,12
2021/12/18,中京,3,11:05,3歳以上1勝クラス,ダート,1400,16,1580,2021,12
2021/12/18,中京,4,11:35,2歳未勝利,芝,2000,15,240,2021,12
2021/12/18,中京,5,12:25,2歳新馬,ダート,1800,9,2150,2021,12
2021/12/18,中京,6,12:55,3歳以上1勝クラス,ダート,1200,16,820,2021,12
2021/12/18,中京,7,13:25,3歳以上1勝クラス,芝,1400,18,9280,2021,12
2021/12/18,中京,8,13:55,3歳以上1勝クラス,ダート,1800,12,3210,2021,12
2021/12/18,中京,9,14:25,3歳以上1勝クラス,芝,2200,18,2090,2021,12
2021/12/18,中京,10,15:01,スポーツ報知杯中京２歳ステークス,芝,1200,9,1530,2021,12
2021/12/18,中京,11,15:35,有松特別,芝,1200,17,310,2021,12
2021/12/18,中京,12,16:10,大須特別,ダート,1400,16,,2021,12
2021/12/18,中山,1,09:55,2歳未勝利,ダート,1200,16,2660,2021,12
2021/12/18,中山,2,10:25,2歳未勝利,ダート,1800,16,1700,2021,12
2021/12/18,中山,3,10:55,2歳未勝利,ダート,1200,16,1720,2021,12
2021/12/18,中山,4,11:25,2歳未勝利,ダート,1800,16,370,2021,12
2021/12/18,中山,5,12:15,2歳新馬,芝,2000,13,150,2021,12
2021/12/18,中山,6,12:45,2歳新馬,ダート,1800,14,15900,2021,12
2021/12/18,中山,7,13:15,2歳未勝利,芝,2000,18,1560,2021,12
2021/12/18,中山,8,13:45,3歳以上1勝クラス,ダート,1200,16,,2021,12
2021/12/18,中山,9,14:15,ひいらぎ賞,芝,1600,10,4050,2021,12
2021/12/18,中山,10,14:50,香取特別,ダート,2400,16,1370,2021,12
2021/12/18,中山,11,15:25,ターコイズステークス,芝,1600,16,2960,2021,12
2021/12/18,中山,12,16:01,3歳以上2勝クラス,芝,1800,14,,2021,12
2021/12/18,阪神,1,10:15,2歳未勝利,ダート,1800,12,2920,2021,12
2021/12/18,阪神,2,10:45,2歳未勝利,芝,1800,14,1470,2021,12
2021/12/18,阪神,3,11:15,2歳未勝利,ダート,1400,16,610,2021,12
2021/12/18,阪神,4,11:45,障害3歳以上オープン,障害,3110,10,,2021,12
2021/12/18,阪神,5,12:35,2歳新馬,芝,1400,18,25490,2021,12
2021/12/18,阪神,6,13:05,2歳新馬,ダート,1200,11,5100,2021,12
2021/12/18,阪神,7,13:35,2歳未勝利,芝,2000,10,1690,2021,12
2021/12/18,阪神,8,14:05,3歳以上1勝クラス,ダート,1800,11,2360,2021,12
2021/12/18,阪神,9,14:35,赤穂特別,ダート,1800,14,15350,2021,12
2021/12/18,阪神,10,15:10,甲東特別,芝,1600,9,3310,2021,12
2021/12/18,阪神,11,15:45,タンザナイトステークス,芝,1200,15,620,2021,12
2021/12/18,阪神,12,16:20,3歳以上1勝クラス,ダート,1400,13,990,2021,12
2021/12/12,中京,1,09:55,2歳未勝利,ダート,1800,14,190,2021,12
2021/12/12,中京,2,10:25,2歳未勝利,ダート,1400,16,160,2021,12
2021/12/12,中京,3,10:55,3歳以上1勝クラス,ダート,1200,16,450,2021,12
2021/12/12,中京,4,11:25,2歳未勝利,芝,2000,18,190,2021,12
2021/12/12,中京,5,12:15,3歳以上1勝クラス,ダート,1400,16,8200,2021,12
2021/12/12,中京,6,12:45,3歳以上1勝クラス,ダート,1900,13,3580,2021,12
2021/12/12,中京,7,13:15,3歳以上1勝クラス,芝,1600,16,14720,2021,12
2021/12/12,中京,8,13:45,3歳以上1勝クラス,ダート,1800,13,680,2021,12
2021/12/12,中京,9,14:15,3歳以上1勝クラス,ダート,1200,16,180,2021,12
2021/12/12,中京,10,14:50,つわぶき賞,芝,1400,12,690,2021,12
2021/12/12,中京,11,15:30,知立ステークス,芝,1200,18,530,2021,12
2021/12/12,中京,12,16:10,名古屋日刊スポーツ杯,芝,2000,12,1810,2021,12
2021/12/12,中山,1,09:50,2歳未勝利,ダート,1200,16,1820,2021,12
2021/12/12,中山,2,10:15,2歳未勝利,ダート,1800,15,220,2021,12
2021/12/12,中山,3,10:45,2歳未勝利,ダート,1200,16,490,2021,12
2021/12/12,中山,4,11:15,障害3歳以上未勝利,芝,2880,10,220,2021,12
2021/12/12,中山,5,12:05,2歳新馬,芝,1600,16,1450,2021,12
2021/12/12,中山,6,12:35,2歳未勝利,芝,2000,17,8120,2021,12
2021/12/12,中山,7,13:05,2歳1勝クラス,ダート,1800,10,6220,2021,12
2021/12/12,中山,8,13:35,3歳以上1勝クラス,芝,1800,16,24780,2021,12
2021/12/12,中山,9,14:05,チバテレ杯,ダート,1800,16,6160,2021,12
2021/12/12,中山,10,14:40,常総ステークス,芝,1800,13,16220,2021,12
2021/12/12,中山,11,15:20,カペラステークス,ダート,1200,16,270,2021,12
2021/12/12,中山,12,16:01,3歳以上2勝クラス,芝,1600,13,180,2021,12
2021/12/12,阪神,1,10:05,2歳未勝利,ダート,1800,8,4660,2021,12
2021/12/12,阪神,2,10:35,2歳未勝利,ダート,1400,12,4280,2021,12
2021/12/12,阪神,3,11:05,2歳未勝利,芝,2000,12,3490,2021,12
2021/12/12,阪神,4,11:35,2歳新馬,ダート,1800,10,,2021,12
2021/12/12,阪神,5,12:25,2歳新馬,芝,1600,17,,2021,12
2021/12/12,阪神,6,12:55,2歳1勝クラス,ダート,1200,14,1980,2021,12
2021/12/12,阪神,7,13:25,3歳以上1勝クラス,ダート,1800,11,1260,2021,12
2021/12/12,阪神,8,13:55,3歳以上2勝クラス,芝,1200,13,3600,2021,12
2021/12/12,阪神,9,14:25,オリオンステークス,芝,2200,12,6050,2021,12
2021/12/12,阪神,10,15:01,竹田城ステークス,ダート,2000,14,250,2021,12
2021/12/12,阪神,11,15:40,阪神ジュベナイルフィリーズ,芝,1600,18,750,2021,12
2021/12/12,阪神,12,16:20,夙川特別,ダート,1400,16,6100,2021,12
2021/12/11,中京,1,10:00,2歳未勝利,ダート,1800,12,1960,2021,12
2021/12/11,中京,2,10:30,2歳未勝利,ダート,1200,16,160,2021,12
2021/12/11,中京,3,11:00,3歳以上1勝クラス,ダート,1800,15,820,2021,12
2021/12/11,中京,4,11:30,2歳未勝利,芝,1600,16,200,2021,12
2021/12/11,中京,5,12:20,2歳新馬,ダート,1400,13,,2021,12
2021/12/11,中京,6,12:55,3歳以上1勝クラス,ダート,1800,13,13840,2021,12
2021/12/11,中京,7,13:25,3歳以上1勝クラス,ダート,1400,16,290,2021,12
2021/12/11,中京,8,13:55,3歳以上1勝クラス,芝,1200,18,4570,2021,12
2021/12/11,中京,9,14:25,3歳以上1勝クラス,芝,2000,18,1430,2021,12
2021/12/11,中京,10,15:01,犬山特別,ダート,1900,16,360,2021,12
2021/12/11,中京,11,15:35,中日新聞杯,芝,2000,18,,2021,12
2021/12/11,中京,12,16:10,豊川特別,ダート,1200,15,2880,2021,12
2021/12/11,中山,1,09:50,2歳未勝利,ダート,1200,16,290,2021,12
2021/12/11,中山,2,10:20,2歳未勝利,ダート,1800,14,3500,2021,12
2021/12/11,中山,3,10:50,2歳未勝利,ダート,1800,15,130,2021,12
2021/12/11,中山,4,11:20,2歳未勝利,芝,1200,16,590,2021,12
2021/12/11,中山,5,12:10,2歳新馬,芝,1800,12,130,2021,12
2021/12/11,中山,6,12:45,2歳新馬,ダート,1800,7,12780,2021,12
2021/12/11,中山,7,13:15,2歳未勝利,芝,1800,16,1960,2021,12
2021/12/11,中山,8,13:45,3歳以上1勝クラス,ダート,1800,16,1450,2021,12
2021/12/11,中山,9,14:15,黒松賞,芝,1200,10,6110,2021,12
2021/12/11,中山,10,14:50,アクアラインステークス,ダート,1200,16,850,2021,12
2021/12/11,中山,11,15:25,師走ステークス,ダート,1800,16,350,2021,12
2021/12/11,中山,12,16:01,3歳以上2勝クラス,芝,2000,10,600,2021,12
2021/12/11,阪神,1,10:10,2歳未勝利,ダート,1800,10,1660,2021,12
2021/12/11,阪神,2,10:40,2歳未勝利,芝,1400,16,4710,2021,12
2021/12/11,阪神,3,11:10,2歳未勝利,ダート,1200,13,2190,2021,12
2021/12/11,阪神,4,11:40,障害3歳以上オープン,芝,3110,14,190,2021,12
2021/12/11,阪神,5,12:30,障害3歳以上未勝利,芝,2970,12,,2021,12
2021/12/11,阪神,6,13:05,2歳新馬,芝,2000,13,,2021,12
2021/12/11,阪神,7,13:35,2歳新馬,ダート,1400,10,,2021,12
2021/12/11,阪神,8,14:05,3歳以上2勝クラス,ダート,1800,16,240,2021,12
2021/12/11,阪神,9,14:35,エリカ賞,芝,2000,11,140,2021,12
2021/12/11,阪神,10,15:10,境港特別,芝,2400,9,11430,2021,12
2021/12/11,阪神,11,15:45,リゲルステークス,芝,1600,12,4810,2021,12
2021/12/11,阪神,12,16:20,3歳以上1勝クラス,ダート,1200,13,1010,2021,12
2021/12/05,中京,1,09:55,2歳未勝利,ダート,1800,9,1800,2021,12
2021/12/05,中京,2,10:25,3歳以上1勝クラス,ダート,1200,16,140,2021,12
2021/12/05,中京,3,10:55,3歳以上1勝クラス,ダート,1800,16,,2021,12
2021/12/05,中京,4,11:25,2歳未勝利,芝,1400,18,8470,2021,12
2021/12/05,中京,5,12:15,2歳新馬,芝,2000,6,8380,2021,12
2021/12/05,中京,6,12:45,3歳以上1勝クラス,ダート,1400,16,150,2021,12
2021/12/05,中京,7,13:15,3歳以上1勝クラス,ダート,1800,14,1260,2021,12
2021/12/05,中京,8,13:45,3歳以上1勝クラス,芝,2200,18,3550,2021,12
2021/12/05,中京,9,14:15,こうやまき賞,芝,1600,9,3830,2021,12
2021/12/05,中京,10,14:50,中京日経賞,芝,1600,13,3170,2021,12
2021/12/05,中京,11,15:30,チャンピオンズカップ,ダート,1800,16,2180,2021,12
2021/12/05,中京,12,16:15,鳴海特別,ダート,1400,16,1150,2021,12
2021/12/05,中山,1,09:50,2歳未勝利,ダート,1200,16,110,2021,12
2021/12/05,中山,2,10:15,2歳未勝利,ダート,1800,16,15970,2021,12
2021/12/05,中山,3,10:45,2歳未勝利,芝,1600,16,170,2021,12
2021/12/05,中山,4,11:15,2歳新馬,ダート,1200,16,320,2021,12
2021/12/05,中山,5,12:05,2歳新馬,芝,2000,8,6030,2021,12
2021/12/05,中山,6,12:35,2歳1勝クラス,ダート,1200,11,3650,2021,12
2021/12/05,中山,7,13:05,3歳以上1勝クラス,ダート,2500,16,450,2021,12
2021/12/05,中山,8,13:35,3歳以上2勝クラス,ダート,1800,16,7060,2021,12
2021/12/05,中山,9,14:05,南総ステークス,芝,1200,15,8730,2021,12
2021/12/05,中山,10,14:40,市川ステークス,ダート,1800,16,1680,2021,12
2021/12/05,中山,11,15:20,ラピスラズリステークス,芝,1200,16,400,2021,12
2021/12/05,中山,12,16:01,3歳以上2勝クラス,芝,2500,8,760,2021,12
2021/12/05,阪神,1,10:05,2歳未勝利,ダート,1400,15,4270,2021,12
2021/12/05,阪神,2,10:35,2歳未勝利,芝,1800,12,1310,2021,12
2021/12/05,阪神,3,11:05,2歳未勝利,ダート,1200,10,4760,2021,12
2021/12/05,阪神,4,11:35,障害3歳以上未勝利,芝,2970,10,180,2021,12
2021/12/05,阪神,5,12:25,2歳新馬,芝,1200,14,3700,2021,12
2021/12/05,阪神,6,12:55,2歳新馬,ダート,1800,10,140,2021,12
2021/12/05,阪神,7,13:25,3歳以上1勝クラス,ダート,1400,14,640,2021,12
2021/12/05,阪神,8,13:55,3歳以上2勝クラス,ダート,2000,10,9550,2021,12
2021/12/05,阪神,9,14:30,さざんか賞,芝,1200,8,2630,2021,12
2021/12/05,阪神,10,15:05,逆瀬川ステークス,芝,1800,8,130,2021,12
2021/12/05,阪神,11,15:45,ギャラクシーステークス,ダート,1400,16,150,2021,12
2021/12/05,阪神,12,16:20,3歳以上2勝クラス,芝,1400,14,,2021,12
2021/12/04,中京,1,09:55,2歳未勝利,ダート,1200,12,2590,2021,12
2021/12/04,中京,2,10:25,2歳未勝利,ダート,1800,12,740,2021,12
2021/12/04,中京,3,10:55,3歳以上1勝クラス,ダート,1400,16,160,2021,12
2021/12/04,中京,4,11:25,2歳未勝利,芝,1600,16,8070,2021,12
2021/12/04,中京,5,12:15,3歳以上1勝クラス,ダート,1200,16,2200,2021,12
2021/12/04,中京,6,12:45,3歳以上1勝クラス,ダート,1900,14,8290,2021,12
2021/12/04,中京,7,13:15,3歳以上1勝クラス,芝,1400,18,1080,2021,12
2021/12/04,中京,8,13:50,3歳以上1勝クラス,ダート,1800,16,180,2021,12
2021/12/04,中京,9,14:25,3歳以上1勝クラス,芝,1600,16,4250,2021,12
2021/12/04,中京,10,15:01,中京スポニチ賞,ダート,1800,16,3200,2021,12
2021/12/04,中京,11,15:35,飛騨ステークス,芝,1400,18,,2021,12
2021/12/04,中京,12,16:10,栄特別,芝,2000,18,,2021,12
2021/12/04,中山,1,09:50,2歳未勝利,ダート,1200,16,1170,2021,12
2021/12/04,中山,2,10:15,2歳未勝利,ダート,1800,16,750,2021,12
2021/12/04,中山,3,10:45,2歳未勝利,芝,2000,15,,2021,12
2021/12/04,中山,4,11:15,2歳未勝利,ダート,1800,12,550,2021,12
2021/12/04,中山,5,12:05,2歳新馬,芝,1200,16,7550,2021,12
2021/12/04,中山,6,12:35,2歳新馬,ダート,1800,15,890,2021,12
2021/12/04,中山,7,13:05,3歳以上1勝クラス,ダート,1200,16,26930,2021,12
2021/12/04,中山,8,13:40,イルミネーションジャンプステークス,芝,3570,13,4130,2021,12
2021/12/04,中山,9,14:15,葉牡丹賞,芝,2000,15,190,2021,12
2021/12/04,中山,10,14:50,鹿島特別,ダート,1200,16,5160,2021,12
2021/12/04,中山,11,15:25,スポーツニッポン賞ステイヤーズステークス,芝,3600,13,7290,2021,12
2021/12/04,中山,12,16:01,3歳以上2勝クラス,芝,1200,16,290,2021,12
2021/12/04,阪神,1,10:05,2歳未勝利,ダート,1800,9,1680,2021,12
2021/12/04,阪神,2,10:35,2歳未勝利,ダート,1400,11,280,2021,12
2021/12/04,阪神,3,11:05,2歳未勝利,ダート,1800,9,3260,2021,12
2021/12/04,阪神,4,11:35,2歳未勝利,芝,1200,12,4070,2021,12
2021/12/04,阪神,5,12:25,2歳新馬,芝,1800,11,6470,2021,12
2021/12/04,阪神,6,12:55,2歳新馬,ダート,1400,10,2000,2021,12
2021/12/04,阪神,7,13:25,2歳未勝利,芝,1600,13,750,2021,12
2021/12/04,阪神,8,14:01,3歳以上1勝クラス,ダート,2000,11,11920,2021,12
2021/12/04,阪神,9,14:35,再度山特別,芝,1800,9,2470,2021,12
2021/12/04,阪神,10,15:10,妙見山ステークス,ダート,1200,16,7400,2021,12
2021/12/04,阪神,11,15:45,チャレンジカップ,芝,2000,11,10420,2021,12
2021/12/04,阪神,12,16:20,3歳以上2勝クラス,ダート,1400,14,170,2021,12
2022/01/30,中京,1,10:00,3歳未勝利,ダート,1200,16,140,2022,1
2022/01/30,中京,2,10:30,3歳未勝利,ダート,1800,11,270,2022,1
2022/01/30,中京,3,11:00,3歳未勝利,ダート,1400,16,8940,2022,1
2022/01/30,中京,4,11:30,3歳1勝クラス,ダート,1200,12,1770,2022,1
2022/01/30,中京,5,12:20,3歳未勝利,芝,1600,13,3810,2022,1
2022/01/30,中京,6,12:50,3歳新馬,芝,2000,18,1490,2022,1
2022/01/30,中京,7,13:20,4歳以上1勝クラス,ダート,1800,9,22250,2022,1
2022/01/30,中京,8,13:50,4歳以上2勝クラス,ダート,1800,11,1610,2022,1
2022/01/30,中京,9,14:25,刈谷特別,芝,1600,10,2020,2022,1
2022/01/30,中京,10,15:00,美濃ステークス,芝,2200,11,18530,2022,1
2022/01/30,中京,11,15:35,シルクロードステークス,芝,1200,18,1560,2022,1
2022/01/30,中京,12,16:10,4歳以上1勝クラス,ダート,1200,16,200,2022,1
2022/01/30,小倉,1,09:50,3歳未勝利,ダート,1700,14,2430,2022,1
2022/01/30,小倉,2,10:20,3歳未勝利,芝,1200,16,1240,2022,1
2022/01/30,小倉,3,10:50,3歳未勝利,ダート,1000,13,170,2022,1
2022/01/30,小倉,4,11:20,障害4歳以上未勝利,障害,2860,12,4290,2022,1
2022/01/30,小倉,5,12:10,3歳新馬,芝,1200,18,580,2022,1
2022/01/30,小倉,6,12:40,3歳未勝利,芝,1800,14,7100,2022,1
2022/01/30,小倉,7,13:10,4歳以上1勝クラス,ダート,1700,16,230,2022,1
2022/01/30,小倉,8,13:40,4歳以上1勝クラス,芝,1200,12,200,2022,1
2022/01/30,小倉,9,14:15,宝満山特別,芝,2600,10,8880,2022,1
2022/01/30,小倉,10,14:50,平尾台特別,ダート,1700,13,2310,2022,1
2022/01/30,小倉,11,15:25,巌流島ステークス,芝,1200,18,,2022,1
2022/01/30,小倉,12,16:00,4歳以上1勝クラス,芝,2000,14,4790,2022,1
2022/01/30,東京,1,10:10,3歳未勝利,ダート,1400,16,1650,2022,1
2022/01/30,東京,2,10:40,3歳未勝利,ダート,2100,13,180,2022,1
2022/01/30,東京,3,11:10,3歳未勝利,ダート,1600,16,330,2022,1
2022/01/30,東京,4,11:40,4歳以上1勝クラス,ダート,1600,16,930,2022,1
2022/01/30,東京,5,12:30,3歳未勝利,芝,1600,16,3190,2022,1
2022/01/30,東京,6,13:00,3歳新馬,芝,1800,16,2850,2022,1
2022/01/30,東京,7,13:30,4歳以上1勝クラス,ダート,2100,12,140,2022,1
2022/01/30,東京,8,14:00,4歳以上2勝クラス,ダート,1400,16,1700,2022,1
2022/01/30,東京,9,14:35,セントポーリア賞,芝,1800,8,1980,2022,1
2022/01/30,東京,10,15:10,節分ステークス,芝,1600,8,1960,2022,1
2022/01/30,東京,11,15:45,根岸ステークス,ダート,1400,16,190,2022,1
2022/01/30,東京,12,16:25,4歳以上2勝クラス,芝,2000,8,2040,2022,1
2022/01/29,中京,1,09:55,3歳未勝利,ダート,1800,11,1460,2022,1
2022/01/29,中京,2,10:25,3歳未勝利,ダート,1200,16,3720,2022,1
2022/01/29,中京,3,10:55,3歳未勝利,ダート,1900,11,500,2022,1
2022/01/29,中京,4,11:25,3歳新馬,ダート,1400,14,,2022,1
2022/01/29,中京,5,12:15,3歳未勝利,芝,2000,11,930,2022,1
2022/01/29,中京,6,12:45,3歳1勝クラス,ダート,1400,12,640,2022,1
2022/01/29,中京,7,13:15,4歳以上1勝クラス,芝,1600,11,430,2022,1
2022/01/29,中京,8,13:50,4歳以上1勝クラス,ダート,1800,9,1990,2022,1
2022/01/29,中京,9,14:25,白梅賞,芝,1600,11,1530,2022,1
2022/01/29,中京,10,15:00,茶臼山高原特別,芝,2200,10,5020,2022,1
