開催日,競馬場,レース番号,出走時刻,レース名,コース,距離,出走頭数,金額,開催日(年),開催日(月)
2024/09/22,中山,9,14:35,木更津特別,芝,1600,13,31160,2024,9
2024/09/22,中山,10,15:10,内房ステークス,ダート,1800,14,10500,2024,9
2024/09/22,中山,11,15:45,産経賞オールカマー,芝,2200,15,260,2024,9
2024/09/22,中山,12,16:30,3歳以上2勝クラス,ダート,1200,15,1920,2024,9
2024/09/21,中京,1,09:50,2歳未勝利,ダート,1400,9,38360,2024,9
2024/09/21,中京,2,10:20,2歳未勝利,芝,2000,9,1800,2024,9
2024/09/21,中京,3,10:50,2歳未勝利,ダート,1400,16,240,2024,9
2024/09/21,中京,4,11:20,2歳新馬,ダート,1200,11,360,2024,9
2024/09/21,中京,5,12:10,2歳新馬,芝,1600,14,710,2024,9
2024/09/21,中京,6,12:40,3歳以上1勝クラス,ダート,1900,8,4370,2024,9
2024/09/21,中京,7,13:15,3歳以上1勝クラス,芝,2000,16,360,2024,9
2024/09/21,中京,8,13:50,野路菊ステークス,芝,2000,5,1160,2024,9
2024/09/21,中京,9,14:25,3歳以上1勝クラス,ダート,1200,14,180,2024,9
2024/09/21,中京,10,15:01,賢島特別,芝,1200,16,650,2024,9
2024/09/21,中京,11,15:35,伊賀ステークス,ダート,1400,15,730,2024,9
2024/09/21,中京,12,16:10,3歳以上2勝クラス,ダート,1800,16,520,2024,9
2024/09/21,中山,1,10:05,2歳未勝利,ダート,1200,11,4110,2024,9
2024/09/21,中山,2,10:35,2歳未勝利,芝,1600,13,14220,2024,9
2024/09/21,中山,3,11:05,2歳新馬,ダート,1800,16,790,2024,9
2024/09/21,中山,4,11:35,3歳以上1勝クラス,芝,1200,15,760,2024,9
2024/09/21,中山,5,12:25,2歳新馬,芝,1600,16,120,2024,9
2024/09/21,中山,6,12:55,3歳以上1勝クラス,芝,2000,13,7380,2024,9
2024/09/21,中山,7,13:25,3歳以上1勝クラス,ダート,1800,14,3630,2024,9
2024/09/21,中山,8,14:01,清秋ジャンプステークス,障害,3210,12,5980,2024,9
2024/09/21,中山,9,14:35,カンナステークス,芝,1200,8,2880,2024,9
2024/09/21,中山,10,15:10,九十九里特別,芝,2500,11,6650,2024,9
2024/09/21,中山,11,15:45,ながつきステークス,ダート,1200,15,2130,2024,9
2024/09/21,中山,12,16:30,3歳以上2勝クラス,ダート,1800,16,8260,2024,9
2024/09/16,中京,1,09:50,2歳未勝利,ダート,1400,10,630,2024,9
2024/09/16,中京,2,10:25,2歳未勝利,ダート,1800,10,290,2024,9
2024/09/16,中京,3,10:55,2歳未勝利,芝,2000,12,1760,2024,9
2024/09/16,中京,4,11:25,2歳新馬,ダート,1400,14,8500,2024,9
2024/09/16,中京,5,12:15,2歳新馬,芝,1600,12,1200,2024,9
2024/09/16,中京,6,12:45,3歳以上1勝クラス,ダート,1400,15,,2024,9
2024/09/16,中京,7,13:15,3歳以上1勝クラス,ダート,1800,11,1400,2024,9
2024/09/16,中京,8,13:50,3歳以上1勝クラス,芝,1400,18,17830,2024,9
2024/09/16,中京,9,14:25,長良川特別,芝,2200,9,34270,2024,9
2024/09/16,中京,10,15:00,桑名特別,芝,1400,13,7200,2024,9
2024/09/16,中京,11,15:35,ＪＲＡ７０周年記念アニバーサリーステークス,ダート,1800,16,420,2024,9
2024/09/16,中京,12,16:10,3歳以上1勝クラス,ダート,1200,12,4410,2024,9
2024/09/16,中山,1,10:05,障害3歳以上未勝利,障害,2880,7,5260,2024,9
2024/09/16,中山,2,10:40,2歳未勝利,芝,1600,14,470,2024,9
2024/09/16,中山,3,11:10,2歳未勝利,ダート,1200,13,1070,2024,9
2024/09/16,中山,4,11:40,2歳未勝利,芝,1800,12,27920,2024,9
2024/09/16,中山,5,12:30,2歳新馬,芝,1600,10,20470,2024,9
2024/09/16,中山,6,13:00,2歳新馬,芝,1800,11,1200,2024,9
2024/09/16,中山,7,13:30,3歳以上1勝クラス,ダート,1800,11,6100,2024,9
2024/09/16,中山,8,14:00,3歳以上1勝クラス,ダート,2400,12,600,2024,9
2024/09/16,中山,9,14:35,鋸山特別,ダート,1800,16,5140,2024,9
2024/09/16,中山,10,15:10,習志野特別,芝,2000,10,340,2024,9
2024/09/16,中山,11,15:45,朝日杯セントライト記念,芝,2200,14,7740,2024,9
2024/09/16,中山,12,16:30,3歳以上1勝クラス,ダート,1200,16,3370,2024,9
2024/09/15,中京,1,09:50,障害3歳以上未勝利,障害,3000,10,520,2024,9
2024/09/15,中京,2,10:25,2歳未勝利,ダート,1200,9,960,2024,9
2024/09/15,中京,3,10:55,2歳未勝利,芝,1200,8,680,2024,9
2024/09/15,中京,4,11:25,2歳新馬,ダート,1800,9,330,2024,9
2024/09/15,中京,5,12:15,2歳新馬,芝,2000,9,490,2024,9
2024/09/15,中京,6,12:45,3歳以上1勝クラス,ダート,1800,12,15430,2024,9
2024/09/15,中京,7,13:15,3歳以上1勝クラス,ダート,1200,13,430,2024,9
2024/09/15,中京,8,13:50,3歳以上1勝クラス,ダート,1800,12,5210,2024,9
2024/09/15,中京,9,14:25,茶臼山高原特別,芝,2200,10,1960,2024,9
2024/09/15,中京,10,15:00,納屋橋ステークス,芝,1600,16,,2024,9
2024/09/15,中京,11,15:35,関西テレビ放送賞ローズステークス,芝,2000,15,8570,2024,9
2024/09/15,中京,12,16:10,3歳以上2勝クラス,ダート,1400,13,670,2024,9
2024/09/15,中山,1,10:05,2歳未勝利,ダート,1200,12,2040,2024,9
2024/09/15,中山,2,10:40,2歳未勝利,芝,2000,14,5620,2024,9
2024/09/15,中山,3,11:10,2歳未勝利,ダート,1800,13,1280,2024,9
2024/09/15,中山,4,11:40,2歳新馬,芝,1200,16,1880,2024,9
2024/09/15,中山,5,12:30,2歳新馬,芝,1600,16,210,2024,9
2024/09/15,中山,6,13:00,3歳以上1勝クラス,ダート,1800,16,330,2024,9
2024/09/15,中山,7,13:30,3歳以上1勝クラス,ダート,1200,14,460,2024,9
2024/09/15,中山,8,14:00,3歳以上1勝クラス,芝,2000,17,560,2024,9
2024/09/15,中山,9,14:35,浦安特別,ダート,1200,13,1510,2024,9
2024/09/15,中山,10,15:10,レインボーステークス,芝,1800,15,420,2024,9
2024/09/15,中山,11,15:45,ラジオ日本賞,ダート,1800,14,340,2024,9
2024/09/15,中山,12,16:30,3歳以上1勝クラス,芝,1200,16,420,2024,9
2024/09/14,中京,1,09:50,2歳未勝利,ダート,1400,9,6080,2024,9
2024/09/14,中京,2,10:20,2歳未勝利,ダート,1800,8,6480,2024,9
2024/09/14,中京,3,10:50,2歳未勝利,芝,1600,15,1670,2024,9
2024/09/14,中京,4,11:20,3歳以上1勝クラス,ダート,1900,13,180,2024,9
2024/09/14,中京,5,12:10,2歳新馬,芝,1400,11,530,2024,9
2024/09/14,中京,6,12:40,3歳以上1勝クラス,芝,1600,16,3280,2024,9
2024/09/14,中京,7,13:15,3歳以上1勝クラス,ダート,1200,15,940,2024,9
2024/09/14,中京,8,13:50,阪神ジャンプステークス,障害,3330,12,7690,2024,9
2024/09/14,中京,9,14:25,ききょうステークス,芝,1400,5,24020,2024,9
2024/09/14,中京,10,15:00,恵那特別,ダート,1800,12,1410,2024,9
2024/09/14,中京,11,15:35,ケフェウスステークス,芝,2000,11,2550,2024,9
2024/09/14,中京,12,16:10,3歳以上1勝クラス,ダート,1400,15,800,2024,9
2024/09/14,中山,1,10:05,2歳未勝利,ダート,1200,14,310,2024,9
2024/09/14,中山,2,10:35,2歳未勝利,ダート,1800,12,230,2024,9
2024/09/14,中山,3,11:05,2歳未勝利,芝,1200,14,200,2024,9
2024/09/14,中山,4,11:35,2歳新馬,ダート,1800,16,300,2024,9
2024/09/14,中山,5,12:25,2歳新馬,芝,2000,9,1600,2024,9
2024/09/14,中山,6,12:55,3歳以上1勝クラス,ダート,1200,16,27480,2024,9
2024/09/14,中山,7,13:25,3歳以上1勝クラス,芝,2500,10,560,2024,9
2024/09/14,中山,8,14:00,3歳以上1勝クラス,ダート,1800,15,1340,2024,9
2024/09/14,中山,9,14:35,松戸特別,ダート,2400,16,117120,2024,9
2024/09/14,中山,10,15:10,御宿特別,芝,1600,13,44000,2024,9
2024/09/14,中山,11,15:45,初風ステークス,ダート,1200,16,32780,2024,9
2024/09/14,中山,12,16:30,3歳以上1勝クラス,芝,1800,15,1810,2024,9
2024/09/08,中京,1,09:50,障害3歳以上未勝利,障害,3000,9,1400,2024,9
2024/09/08,中京,2,10:25,2歳未勝利,ダート,1200,9,340,2024,9
2024/09/08,中京,3,10:55,2歳未勝利,芝,1600,7,14700,2024,9
2024/09/08,中京,4,11:25,2歳新馬,芝,1200,7,4090,2024,9
2024/09/08,中京,5,12:15,2歳新馬,芝,2000,7,350,2024,9
2024/09/08,中京,6,12:45,3歳以上1勝クラス,ダート,1800,10,2790,2024,9
2024/09/08,中京,7,13:15,3歳以上1勝クラス,ダート,1900,9,8710,2024,9
2024/09/08,中京,8,13:50,3歳以上1勝クラス,芝,2000,11,520,2024,9
2024/09/08,中京,9,14:25,天竜川特別,ダート,1800,14,500,2024,9
2024/09/08,中京,10,15:01,浜松ステークス,ダート,1200,16,2860,2024,9
2024/09/08,中京,11,15:35,産経賞セントウルステークス,芝,1200,18,620,2024,9
2024/09/08,中京,12,16:10,3歳以上1勝クラス,ダート,1400,13,1690,2024,9
2024/09/08,中山,1,10:05,2歳未勝利,ダート,1200,8,2650,2024,9
2024/09/08,中山,2,10:40,2歳未勝利,芝,2000,9,15150,2024,9
2024/09/08,中山,3,11:10,2歳新馬,ダート,1800,16,,2024,9
2024/09/08,中山,4,11:40,3歳以上1勝クラス,ダート,1800,16,900,2024,9
2024/09/08,中山,5,12:30,2歳新馬,芝,1600,15,2680,2024,9
2024/09/08,中山,6,13:00,3歳以上1勝クラス,ダート,1200,16,110,2024,9
2024/09/08,中山,7,13:30,3歳以上1勝クラス,芝,1600,16,310,2024,9
2024/09/08,中山,8,14:01,3歳以上1勝クラス,ダート,1800,16,490,2024,9
2024/09/08,中山,9,14:35,白井特別,芝,1800,9,1930,2024,9
2024/09/08,中山,10,15:10,セプテンバーステークス,芝,1200,10,1580,2024,9
2024/09/08,中山,11,15:45,京成杯オータムハンデキャップ,芝,1600,16,510,2024,9
2024/09/08,中山,12,16:30,3歳以上2勝クラス,ダート,1200,15,11150,2024,9
2024/09/07,中京,1,09:50,2歳未勝利,ダート,1400,10,2840,2024,9
2024/09/07,中京,2,10:25,2歳未勝利,ダート,1800,8,2350,2024,9
2024/09/07,中京,3,10:55,2歳未勝利,芝,2000,5,1290,2024,9
2024/09/07,中京,4,11:25,2歳新馬,ダート,1800,10,740,2024,9
2024/09/07,中京,5,12:15,2歳新馬,芝,1600,8,15320,2024,9
2024/09/07,中京,6,12:45,3歳以上1勝クラス,ダート,1200,14,800,2024,9
2024/09/07,中京,7,13:15,3歳以上1勝クラス,ダート,1800,11,51530,2024,9
2024/09/07,中京,8,13:50,3歳以上1勝クラス,芝,1200,18,18990,2024,9
2024/09/07,中京,9,14:25,浜名湖特別,芝,2000,8,630,2024,9
2024/09/07,中京,10,15:00,ムーンライトハンデキャップ,芝,2200,16,270,2024,9
2024/09/07,中京,11,15:35,エニフステークス,ダート,1400,10,360,2024,9
2024/09/07,中京,12,16:10,3歳以上2勝クラス,ダート,1200,11,730,2024,9
2024/09/07,中山,1,10:05,障害3歳以上未勝利,障害,2880,8,450,2024,9
2024/09/07,中山,2,10:40,2歳未勝利,芝,1600,12,4570,2024,9
2024/09/07,中山,3,11:10,2歳未勝利,ダート,1800,12,280,2024,9
2024/09/07,中山,4,11:40,2歳新馬,ダート,1200,16,250,2024,9
2024/09/07,中山,5,12:30,2歳新馬,芝,2000,7,22500,2024,9
2024/09/07,中山,6,13:00,3歳以上1勝クラス,ダート,1200,16,,2024,9
2024/09/07,中山,7,13:30,3歳以上1勝クラス,芝,2000,10,8790,2024,9
2024/09/07,中山,8,14:00,3歳以上1勝クラス,ダート,1800,15,7700,2024,9
2024/09/07,中山,9,14:35,アスター賞,芝,1600,8,4780,2024,9
2024/09/07,中山,10,15:10,汐留特別,芝,1200,11,63390,2024,9
2024/09/07,中山,11,15:45,紫苑ステークス,芝,2000,13,320,2024,9
2024/09/07,中山,12,16:30,3歳以上1勝クラス,ダート,1200,16,830,2024,9
2024/09/01,中京,1,10:01,障害3歳以上未勝利,障害,3000,9,280,2024,9
2024/09/01,中京,2,10:35,3歳未勝利,ダート,1800,16,1000,2024,9
2024/09/01,中京,3,11:05,2歳未勝利,芝,2000,8,19160,2024,9
2024/09/01,中京,4,11:35,3歳未勝利,ダート,1400,16,14240,2024,9
2024/09/01,中京,5,12:25,2歳新馬,芝,1400,11,1370,2024,9
2024/09/01,中京,6,12:55,3歳未勝利,芝,2000,18,170,2024,9
2024/09/01,中京,7,13:25,3歳以上1勝クラス,ダート,1800,11,140,2024,9
2024/09/01,中京,8,13:55,3歳以上1勝クラス,芝,1400,18,720,2024,9
2024/09/01,中京,9,14:25,有松特別,芝,1600,8,4460,2024,9
2024/09/01,中京,10,15:01,桶狭間ステークス,ダート,1400,16,270,2024,9
2024/09/01,中京,11,15:35,小倉２歳ステークス,芝,1200,13,760,2024,9
2024/09/01,中京,12,16:15,3歳以上1勝クラス,ダート,1200,16,1620,2024,9
2024/09/01,新潟,1,10:10,2歳未勝利,芝,1400,12,22100,2024,9
2024/09/01,新潟,2,10:45,2歳未勝利,芝,2000,11,330,2024,9
2024/09/01,新潟,3,11:15,3歳未勝利,ダート,1800,15,420,2024,9
2024/09/01,新潟,4,11:45,3歳未勝利,芝,2200,18,300,2024,9
2024/09/01,新潟,5,12:35,2歳新馬,芝,1800,6,1670,2024,9
2024/09/01,新潟,6,13:05,2歳新馬,芝,1400,16,5590,2024,9
2024/09/01,新潟,7,13:35,3歳未勝利,ダート,1200,15,10260,2024,9
2024/09/01,新潟,8,14:05,3歳以上1勝クラス,ダート,1800,12,22620,2024,9
2024/09/01,新潟,9,14:36,飯豊特別,芝,1400,7,1580,2024,9
2024/09/01,新潟,10,15:11,両津湾特別,ダート,1800,15,6160,2024,9
2024/09/01,新潟,11,15:45,農林水産省賞典　新潟記念,芝,2000,12,300,2024,9
2024/09/01,新潟,12,16:30,雷光特別,芝,1000,17,360,2024,9
2024/09/01,札幌,1,09:50,2歳未勝利,芝,1500,12,1100,2024,9
2024/09/01,札幌,2,10:25,2歳未勝利,芝,2000,12,210,2024,9
2024/09/01,札幌,3,10:55,3歳未勝利,ダート,1700,14,35270,2024,9
2024/09/01,札幌,4,11:25,3歳未勝利,芝,1200,16,1720,2024,9
2024/09/01,札幌,5,12:15,3歳未勝利,ダート,1700,14,,2024,9
2024/09/01,札幌,6,12:45,3歳以上1勝クラス,芝,1200,16,910,2024,9
2024/09/01,札幌,7,13:15,3歳以上1勝クラス,芝,1800,14,520,2024,9
2024/09/01,札幌,8,13:45,3歳以上1勝クラス,ダート,1700,14,8630,2024,9
2024/09/01,札幌,9,14:15,シンガポールターフクラブ賞,芝,1200,10,9920,2024,9
2024/09/01,札幌,10,14:50,フィリピントロフィー,芝,2000,15,160,2024,9
2024/09/01,札幌,11,15:25,タイランドカップ,芝,2600,14,2260,2024,9
2024/09/01,札幌,12,16:05,3歳以上1勝クラス,ダート,1700,14,610,2024,9
2024/10/27,京都,1,09:55,2歳未勝利,ダート,1200,9,7270,2024,10
2024/10/27,京都,2,10:20,2歳未勝利,ダート,1800,14,150,2024,10
2024/10/27,京都,3,10:50,2歳未勝利,芝,2000,12,940,2024,10
2024/10/27,京都,4,11:20,2歳新馬,ダート,1800,16,10370,2024,10
2024/10/27,京都,5,12:10,2歳新馬,芝,1600,10,430,2024,10
2024/10/27,京都,6,12:40,3歳以上1勝クラス,ダート,1400,15,390,2024,10
2024/10/27,京都,7,13:10,3歳以上1勝クラス,ダート,1900,11,710,2024,10
2024/10/27,京都,8,13:40,3歳以上1勝クラス,ダート,1200,15,150,2024,10
2024/10/27,京都,9,14:15,北野特別,芝,2000,8,3430,2024,10
2024/10/27,京都,10,14:50,古都ステークス,芝,3000,8,280,2024,10
2024/10/27,京都,11,15:30,カシオペアステークス,芝,1800,18,3260,2024,10
2024/10/27,京都,12,16:10,3歳以上2勝クラス,ダート,1400,12,270,2024,10
2024/10/27,新潟,1,09:50,2歳未勝利,芝,1800,18,960,2024,10
2024/10/27,新潟,2,10:15,2歳未勝利,ダート,1200,15,670,2024,10
2024/10/27,新潟,3,10:40,3歳以上1勝クラス,ダート,1800,11,15840,2024,10
2024/10/27,新潟,4,11:10,障害3歳以上未勝利,障害,2850,11,160,2024,10
2024/10/27,新潟,5,12:00,2歳未勝利,芝,1400,11,3280,2024,10
2024/10/27,新潟,6,12:30,3歳以上1勝クラス,ダート,1200,13,24110,2024,10
2024/10/27,新潟,7,13:00,3歳以上1勝クラス,芝,1800,18,830,2024,10
2024/10/27,新潟,8,13:30,3歳以上1勝クラス,ダート,1200,11,5430,2024,10
2024/10/27,新潟,9,14:05,湯沢特別,芝,2000,16,15910,2024,10
2024/10/27,新潟,10,14:40,清津峡特別,芝,1200,16,600,2024,10
2024/10/27,新潟,11,15:20,ルミエールオータムダッシュ,芝,1000,17,200,2024,10
2024/10/27,新潟,12,16:01,3歳以上1勝クラス,ダート,1800,10,880,2024,10
2024/10/27,東京,1,10:05,2歳未勝利,ダート,1400,12,3360,2024,10
2024/10/27,東京,2,10:30,2歳未勝利,芝,1600,8,2860,2024,10
2024/10/27,東京,3,11:00,2歳未勝利,芝,1400,11,110,2024,10
2024/10/27,東京,4,11:30,2歳新馬,ダート,1600,16,690,2024,10
2024/10/27,東京,5,12:20,2歳新馬,芝,2000,15,130,2024,10
2024/10/27,東京,6,12:50,3歳以上1勝クラス,芝,1400,18,430,2024,10
2024/10/27,東京,7,13:20,3歳以上1勝クラス,ダート,1600,13,16560,2024,10
2024/10/27,東京,8,13:50,本栖湖特別,芝,2400,7,890,2024,10
2024/10/27,東京,9,14:25,国立特別,芝,1600,9,5180,2024,10
2024/10/27,東京,10,15:01,ＪＲＡウルトラプレミアム　エイシンフラッシュカップ,ダート,1300,15,22690,2024,10
2024/10/27,東京,11,15:40,天皇賞（秋）,芝,2000,15,580,2024,10
2024/10/27,東京,12,16:25,ペルセウスステークス,ダート,1400,16,1100,2024,10
2024/10/26,京都,1,10:00,2歳未勝利,ダート,1400,13,340,2024,10
2024/10/26,京都,2,10:35,2歳未勝利,ダート,1800,11,4320,2024,10
2024/10/26,京都,3,11:05,2歳未勝利,芝,1600,12,880,2024,10
2024/10/26,京都,4,11:35,2歳新馬,ダート,1400,16,280,2024,10
2024/10/26,京都,5,12:25,2歳新馬,芝,2000,13,670,2024,10
2024/10/26,京都,6,12:55,3歳以上1勝クラス,ダート,1800,8,630,2024,10
2024/10/26,京都,7,13:25,3歳以上1勝クラス,芝,2000,11,830,2024,10
2024/10/26,京都,8,13:55,萩ステークス,芝,1800,6,4130,2024,10
2024/10/26,京都,9,14:25,3歳以上2勝クラス,芝,1400,15,760,2024,10
2024/10/26,京都,10,15:00,ハロウィンステークス,ダート,1900,9,640,2024,10
2024/10/26,京都,11,15:35,ＭＢＳ賞スワンステークス,芝,1400,17,390,2024,10
2024/10/26,京都,12,16:10,3歳以上2勝クラス,ダート,1800,15,230,2024,10
2024/10/26,新潟,1,09:50,障害3歳以上オープン,障害,2850,14,13090,2024,10
2024/10/26,新潟,2,10:25,2歳未勝利,ダート,1800,12,600,2024,10
2024/10/26,新潟,3,10:55,3歳以上1勝クラス,ダート,1200,11,200,2024,10
2024/10/26,新潟,4,11:25,障害3歳以上未勝利,障害,2850,8,3620,2024,10
2024/10/26,新潟,5,12:15,2歳新馬,ダート,1200,15,3180,2024,10
2024/10/26,新潟,6,12:45,2歳未勝利,芝,1600,15,530,2024,10
2024/10/26,新潟,7,13:15,3歳以上1勝クラス,ダート,1800,13,460,2024,10
2024/10/26,新潟,8,13:45,3歳以上1勝クラス,ダート,1200,10,20700,2024,10
2024/10/26,新潟,9,14:15,柏崎特別,芝,1600,16,480,2024,10
2024/10/26,新潟,10,14:50,直江津特別,ダート,1800,14,31200,2024,10
2024/10/26,新潟,11,15:25,魚沼ステークス,芝,2000,10,4150,2024,10
2024/10/26,新潟,12,16:00,3歳以上1勝クラス,芝,1000,12,25610,2024,10
2024/10/26,東京,1,10:15,2歳未勝利,ダート,1600,12,1410,2024,10
2024/10/26,東京,2,10:45,2歳未勝利,芝,2000,11,18480,2024,10
2024/10/26,東京,3,11:15,2歳未勝利,ダート,1600,16,23540,2024,10
2024/10/26,東京,4,11:45,2歳新馬,芝,1400,13,14420,2024,10
2024/10/26,東京,5,12:35,2歳新馬,芝,1600,12,11620,2024,10
2024/10/26,東京,6,13:05,3歳以上1勝クラス,ダート,2100,10,760,2024,10
2024/10/26,東京,7,13:35,3歳以上1勝クラス,ダート,1400,15,1930,2024,10
2024/10/26,東京,8,14:05,3歳以上1勝クラス,芝,2000,10,3070,2024,10
2024/10/26,東京,9,14:35,伊勢佐木特別,ダート,1600,10,3710,2024,10
2024/10/26,東京,10,15:10,キングカメハメハメモリアル,芝,1600,7,220,2024,10
2024/10/26,東京,11,15:45,アルテミスステークス,芝,1600,11,650,2024,10
2024/10/26,東京,12,16:20,3歳以上2勝クラス,ダート,1400,14,410,2024,10
2024/10/20,京都,1,10:05,2歳未勝利,ダート,1800,8,550,2024,10
2024/10/20,京都,2,10:35,2歳未勝利,芝,1200,10,15100,2024,10
2024/10/20,京都,3,11:05,2歳新馬,ダート,1200,16,360,2024,10
2024/10/20,京都,4,11:35,2歳新馬,芝,1600,17,560,2024,10
2024/10/20,京都,5,12:25,2歳新馬,芝,1800,11,5790,2024,10
2024/10/20,京都,6,12:55,3歳以上1勝クラス,ダート,1800,8,7360,2024,10
2024/10/20,京都,7,13:25,3歳以上2勝クラス,ダート,1800,16,660,2024,10
2024/10/20,京都,8,13:55,なでしこ賞,ダート,1400,11,240,2024,10
2024/10/20,京都,9,14:25,清滝特別,芝,2200,8,400,2024,10
2024/10/20,京都,10,15:00,ＪＲＡウルトラプレミアム　キセキカップ,芝,1600,17,610,2024,10
2024/10/20,京都,11,15:40,菊花賞,芝,3000,18,2770,2024,10
2024/10/20,京都,12,16:25,桂川ステークス,ダート,1400,13,440,2024,10
2024/10/20,新潟,1,09:50,2歳未勝利,芝,2000,10,28490,2024,10
2024/10/20,新潟,2,10:15,2歳未勝利,ダート,1800,9,600,2024,10
2024/10/20,新潟,3,10:45,3歳以上1勝クラス,ダート,1800,10,4360,2024,10
2024/10/20,新潟,4,11:15,障害3歳以上未勝利,障害,2850,7,600,2024,10
2024/10/20,新潟,5,12:05,2歳新馬,芝,1200,17,27640,2024,10
2024/10/20,新潟,6,12:35,3歳以上1勝クラス,ダート,1800,10,160,2024,10
2024/10/20,新潟,7,13:05,3歳以上1勝クラス,芝,2000,15,5540,2024,10
2024/10/20,新潟,8,13:35,3歳以上1勝クラス,芝,1000,18,230,2024,10
2024/10/20,新潟,9,14:05,十日町特別,芝,1400,18,180,2024,10
2024/10/20,新潟,10,14:40,妙高特別,ダート,1200,15,420,2024,10
2024/10/20,新潟,11,15:20,新潟牝馬ステークス,芝,2200,13,11420,2024,10
2024/10/20,新潟,12,16:00,3歳以上1勝クラス,ダート,1200,13,560,2024,10
2024/10/20,東京,1,09:55,2歳未勝利,ダート,1600,10,410,2024,10
2024/10/20,東京,2,10:25,2歳未勝利,芝,1600,10,5460,2024,10
2024/10/20,東京,3,10:55,2歳未勝利,芝,1800,10,4090,2024,10
2024/10/20,東京,4,11:25,2歳新馬,ダート,1400,16,290,2024,10
2024/10/20,東京,5,12:15,2歳新馬,芝,1800,18,3060,2024,10
2024/10/20,東京,6,12:45,2歳1勝クラス,芝,1400,8,5820,2024,10
2024/10/20,東京,7,13:15,3歳以上1勝クラス,ダート,1300,14,870,2024,10
2024/10/20,東京,8,13:45,3歳以上1勝クラス,ダート,1600,12,1600,2024,10
2024/10/20,東京,9,14:15,山中湖特別,芝,2000,8,1400,2024,10
2024/10/20,東京,10,14:50,甲斐路ステークス,芝,2000,8,11880,2024,10
2024/10/20,東京,11,15:30,ブラジルカップ,ダート,2100,13,150,2024,10
2024/10/20,東京,12,16:10,3歳以上2勝クラス,ダート,1600,14,520,2024,10
2024/10/19,京都,1,10:00,2歳未勝利,ダート,1400,12,1340,2024,10
2024/10/19,京都,2,10:35,2歳未勝利,芝,1600,10,500,2024,10
2024/10/19,京都,3,11:05,2歳未勝利,芝,1800,10,5060,2024,10
2024/10/19,京都,4,11:35,2歳新馬,ダート,1800,16,,2024,10
2024/10/19,京都,5,12:25,2歳新馬,芝,1400,14,360,2024,10
2024/10/19,京都,6,12:55,3歳以上1勝クラス,芝,2400,6,3710,2024,10
2024/10/19,京都,7,13:25,3歳以上1勝クラス,ダート,1800,11,14990,2024,10
2024/10/19,京都,8,13:55,3歳以上1勝クラス,ダート,1400,15,3740,2024,10
2024/10/19,京都,9,14:25,北國新聞杯,ダート,1900,12,1380,2024,10
2024/10/19,京都,10,15:00,宝ケ池特別,芝,1600,9,5460,2024,10
2024/10/19,京都,11,15:35,オータムリーフステークス,ダート,1400,14,2670,2024,10
2024/10/19,京都,12,16:10,3歳以上2勝クラス,ダート,1200,15,330,2024,10
2024/10/19,新潟,1,09:50,障害3歳以上未勝利,障害,2850,9,2580,2024,10
2024/10/19,新潟,2,10:25,2歳未勝利,ダート,1800,10,13940,2024,10
2024/10/19,新潟,3,10:55,2歳未勝利,ダート,1200,12,410,2024,10
2024/10/19,新潟,4,11:25,障害3歳以上オープン,障害,3250,8,180,2024,10
2024/10/19,新潟,5,12:15,2歳未勝利,芝,1000,14,480,2024,10
2024/10/19,新潟,6,12:45,3歳以上1勝クラス,ダート,1800,8,6310,2024,10
2024/10/19,新潟,7,13:15,3歳以上1勝クラス,芝,1800,10,9110,2024,10
2024/10/19,新潟,8,13:45,3歳以上1勝クラス,ダート,1200,12,410,2024,10
2024/10/19,新潟,9,14:15,岩船特別,芝,2200,10,4830,2024,10
2024/10/19,新潟,10,14:50,村上特別,芝,2000,14,850,2024,10
2024/10/19,新潟,11,15:25,北陸ステークス,芝,1200,18,,2024,10
2024/10/19,新潟,12,16:00,3歳以上1勝クラス,ダート,1200,12,810,2024,10
2024/10/19,東京,1,10:15,2歳未勝利,ダート,1400,15,2120,2024,10
2024/10/19,東京,2,10:45,2歳未勝利,芝,1400,11,9530,2024,10
2024/10/19,東京,3,11:15,2歳未勝利,芝,2000,7,28660,2024,10
2024/10/19,東京,4,11:45,2歳新馬,ダート,1600,16,400,2024,10
2024/10/19,東京,5,12:35,2歳新馬,芝,2000,13,2680,2024,10
2024/10/19,東京,6,13:05,2歳新馬,芝,1400,17,660,2024,10
2024/10/19,東京,7,13:35,3歳以上1勝クラス,ダート,1600,13,140,2024,10
2024/10/19,東京,8,14:05,3歳以上2勝クラス,ダート,1400,16,5870,2024,10
2024/10/19,東京,9,14:35,アイビーステークス,芝,1800,8,5270,2024,10
2024/10/19,東京,10,15:10,神無月ステークス,ダート,2100,15,56540,2024,10
2024/10/19,東京,11,15:45,富士ステークス,芝,1600,17,50020,2024,10
2024/10/19,東京,12,16:25,3歳以上1勝クラス,芝,1800,12,2270,2024,10
2024/10/14,新潟,1,09:50,2歳未勝利,ダート,1200,13,,2024,10
2024/10/14,新潟,2,10:20,2歳未勝利,芝,1400,18,380,2024,10
2024/10/14,新潟,3,10:50,2歳未勝利,芝,1200,15,640,2024,10
2024/10/14,新潟,4,11:20,3歳以上1勝クラス,ダート,2500,10,420,2024,10
2024/10/14,新潟,5,12:10,2歳新馬,ダート,1800,15,390,2024,10
2024/10/14,新潟,6,12:40,3歳以上1勝クラス,芝,2000,12,26410,2024,10
